-0.3682239595973759	-0.06816134708496165	-0.027583742132741434	-0.014967137581909226	-0.009422783434533436
-0.37903229954745515	-0.07015581376360731	-0.028506600140366063	-0.01551352550804245	-0.009761993028196655
-0.38926693507885163	-0.07204639923158203	-0.029381982638900683	-0.01602105092503144	-0.010059831209861425
-0.3990043172990771	-0.07384445070072525	-0.030211272637975923	-0.016487530687494163	-0.01031347680965411
-0.40830433113044884	-0.07555852464153308	-0.030994947874950607	-0.016910820871130272	-0.010521062297630094
-0.41721489175882037	-0.07719513556710363	-0.031732890306986374	-0.01728903883771345	-0.010681740065131562
-0.42577501036384396	-0.07875926689925965	-0.03242461615712603	-0.0176207116709739	-0.010795649233819482
-0.43401691601203085	-0.08025473834268222	-0.03306945340742884	-0.01790486517014637	-0.01086381747992434
-0.44196756890344463	-0.08168447927872118	-0.03366667850310926	-0.018141063735207075	-0.010888025431006051
-0.44964976696635156	-0.08305073721021294	-0.03421561952912622	-0.018329411561644804	-0.01087065534294344
-0.45708297260255853	-0.08435523949276351	-0.03471573143391286	-0.018470525256366277	-0.010814539774163023
-0.46428394191442396	-0.08559932039307232	-0.035166648042695536	-0.01856548696244738	-0.010722820551888704
-0.4712672114163085	-0.08678402173920947	-0.03556821503322479	-0.018615785632964288	-0.010598823935414744
-0.47804547990870266	-0.08791017303334414	-0.035920507563008096	-0.018623252527153578	-0.010445954626419618
-0.48462991189562227	-0.0889784553195051	-0.03622383577969723	-0.018589995511572106	-0.010267609042192963
-0.49103038138069294	-0.08998945202927684	-0.0364787410075332	-0.01851833544160068	-0.010067106856452512
-0.49725566972920293	-0.09094368928251147	-0.036685984986482977	-0.01841074681564403	-0.009847639015254983
-0.5033136276988371	-0.09184166758486427	-0.03684653415287579	-0.018269804036478193	-0.009612230068702007
-0.5092113092051886	-0.09268388647163665	-0.03696154059821851	-0.018098133961538438	-0.009363712576787364
-0.5149550825610536	-0.09347086335148795	-0.03703232102881726	-0.017898374946855606	-0.009104711440805454
-0.5205507235964174	-0.09420314757694186	-0.03706033477498716	-0.01767314225521921	-0.008837636202441268
-0.5260034940784153	-0.09488133058987465	-0.0370471616630749	-0.01742499947832295	-0.008564679589150673
-0.5313182081122038	-0.09550605284803419	-0.036994480365084646	-0.017156435487507338	-0.008287820832670212
-0.5364992886441173	-0.0960780081233658	-0.036904047675568576	-0.016869846356849332	-0.008008832527014712
-0.5415508157591261	-0.09659794566760656	-0.036777679030193466	-0.016567521676845425	-0.007729290012063794
-0.5464765681344678	-0.09706667066220713	-0.036617230471549155	-0.016251634683387268	-0.0074505824633317825
-0.5512800587522991	-0.09748504330326568	-0.03642458218123923	-0.015924235653576924	-0.00717392503614563
-0.5559645657711497	-0.09785397681638959	-0.03620162362987019	-0.015587248059821443	-0.0069003715543569655
-0.5605331592956396	-0.09817443464943383	-0.03595024034536013	-0.015242467020330164	-0.006630827351860121
-0.5649887246544703	-0.09844742705036473	-0.03567230226139414	-0.014891559633252616	-0.006366061971843899
-0.5714117214795776	-0.09876790560591964	-0.03521380272046707	-0.014361647373009193	-0.005982505905513709
-0.636285236802904	-0.09529388131195733	-0.02652524184465947	-0.007922173412827563	-0.0023762230551975794
-0.6733135404901317	-0.0834303027478364	-0.017704617470142514	-0.003911309938587089	-0.000864393529451594
-0.6912091752210477	-0.06936928326523424	-0.011242044832373713	-0.0018680063164785803	-0.00031022319889251193
-0.6963908511276796	-0.05617126334843592	-0.007013455860686839	-0.0008903492169869409	-0.00011295167850811083
-0.6935064885045974	-0.04492631710447167	-0.004367082720944844	-0.00042946107134630057	-4.22071250246366e-5
-0.6857889664927512	-0.035781285822432306	-0.002736043727569637	-0.00021098743689333213	-1.626156371588768e-5
-0.675409193858953	-0.028512442558451017	-0.001731893986060662	-0.00010586599950264859	-6.468516767110799e-6
-0.6637816862477912	-0.022794348588851914	-0.0011098285803511725	-5.42992908831863e-5	-2.655706782631976e-6
-0.6518013759314352	-0.01831068738993095	-0.0007205690624635016	-2.8464047843179685e-5	-1.1240709233047614e-6
-0.6400151972717376	-0.014791697750141886	-0.00047405725431944507	-1.5238918849173425e-5	-4.897520741546183e-7
-0.628741421076039	-0.012020462917585148	-0.0003159378336950643	-8.324079258770212e-6	-2.1927436192707242e-7
-0.6181505453482083	-0.00982757324456666	-0.0002131936290744226	-4.634031616509067e-6	-1.0071071177009117e-7
-0.6083192168590793	-0.008082605480170516	-0.00014557491144066384	-2.626179616290377e-6	-4.737034142721086e-8
-0.5992657564767562	-0.006685761353018904	-0.0001005209003415904	-1.513361522320622e-6	-2.278158047393693e-8
-0.5909733468325692	-0.005560770510967039	-7.014524362336516e-5	-8.858185657582377e-7	-1.1185518585439999e-8
-0.5834050314363471	-0.004649242315749961	-4.9434860898145416e-5	-5.261250481206995e-7	-5.599136857862656e-9
-0.5765133152705596	-0.003906314392885986	-3.5163754374067935e-5	-3.167843001250503e-7	-2.8537977906732217e-9
-0.5702462232756661	-0.0032973560739556853	-2.523091243311626e-5	-1.931913707527618e-7	-1.4792957969689269e-9
-0.5645510446038932	-0.002795491176794821	-1.8252067334264172e-5	-1.192367351521284e-7	-7.790381673089541e-10
